source,type,value
group-ib-conti-threat-research-2022-en.pdf,sha256,5b9407df404506219bd672a33440783c5c214eefa7feb9923c6f9fded8183610
group-ib-conti-threat-research-2022-en.pdf,url,https://torproject.org
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/rsmudge/ZeroLogon-BOF
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/klinix5/
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/klinix5/InstallerFileTakeOver
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/bitsadmin/
group-ib-conti-threat-research-2022-en.pdf,url,https://github
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/djhohnstein/SharpWeb
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/AlessandroZ/
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/
group-ib-conti-threat-research-2022-en.pdf,url,https://github.com/ParrotSec/mimikatz
group-ib-conti-threat-research-2022-en.pdf,url,http://23.183.81[.]113:80/a123123123
group-ib-conti-threat-research-2022-en.pdf,email,intelligence@group-ib.com
group-ib-conti-threat-research-2022-en.pdf,domain,github.com
group-ib-conti-threat-research-2022-en.pdf,domain,group-ib.com
group-ib-conti-threat-research-2022-en.pdf,domain,invoke-smbautobrute.ps
group-ib-conti-threat-research-2022-en.pdf,domain,rocket.chat
group-ib-conti-threat-research-2022-en.pdf,domain,svvtc.com
group-ib-conti-threat-research-2022-en.pdf,domain,torproject.org
